"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MOSPD2",0.583803333333334,10.2817983333333,7.18321572242131,1.74262996758377e-05,0.000117071694650469,2.57017069703908
"PTPRF",-0.557266666666667,10.6194666666667,-7.17952411541694,1.75093545358241e-05,0.000117587760012405,2.56511084765333
"PIGB",0.642600000000002,10.6513,7.17514906902136,1.76083360981067e-05,0.000118210378840958,2.55911202526581
"ABCD4",0.502336666666666,8.770005,7.17139761153352,1.76936878012924e-05,0.000118741085347868,2.55396630961353
"FKBP9",0.577959999999999,9.29957333333333,7.17047189258723,1.77148176297837e-05,0.000118840579053044,2.5526962667314
"YDJC",-0.59297333333333,10.3654133333333,-7.16913550982191,1.77453687697588e-05,0.000119003182738785,2.55086262150968
"IFITM3",0.583833333333333,11.7851166666667,7.16604963950726,1.781613132012e-05,0.000119375284339868,2.54662764987949
"CENPW",-0.845506666666666,7.37486,-7.16598830523605,1.78175408510721e-05,0.000119375284339868,2.54654346405932
"CCT8",-0.508310000000002,9.60003166666667,-7.16588770292243,1.78198530652161e-05,0.000119375284339868,2.54640537891967
"UBE3B",0.546366666666668,10.5609833333333,7.16327518494241,1.78800113186414e-05,0.000119735734766504,2.54281903038451
"TRAF2",-0.493366666666667,8.61325333333333,-7.16122401019863,1.79273962968875e-05,0.000119972663896643,2.54000266443605
"MPP3",-0.597026666666668,7.89473666666667,-7.16119271871742,1.79281202162667e-05,0.000119972663896643,2.53995969554251
"FAM167B",0.92541,8.111015,7.16088168358462,1.79353176301605e-05,0.000119978237276847,2.53953258101899
"QPCT",0.91982,8.23195333333333,7.15992843870221,1.79573952248014e-05,0.000120083312303204,2.53822350566615
"CNOT9",-0.534233333333333,11.21385,-7.15839975344143,1.79928611968826e-05,0.000120277810788097,2.53612394777704
"ZNF396",0.580803333333334,6.138725,7.15514851640274,1.80685411005047e-05,0.000120740896237368,2.53165758538173
"ZNF714",-0.557229999999999,9.31735833333334,-7.15149310860731,1.81540371405211e-05,0.000121269225420256,2.52663439981408
"H4C13",-0.519823333333333,5.53474166666667,-7.15072001747239,1.81721744644255e-05,0.000121347382511118,2.52557181743977
"STIM1",0.516886666666666,8.94182333333333,7.14986479556616,1.81922612974309e-05,0.00012143849777545,2.52439626154785
"ISOC1",-0.695306666666665,9.14673333333333,-7.14907742202316,1.82107756245695e-05,0.000121485899934026,2.5233138856306
"CUEDC2",0.614379999999999,10.0222433333333,7.14901469284306,1.8212251509923e-05,0.000121485899934026,2.52322765056294
"ZNF544",-0.49321333333333,9.18416,-7.14784536980573,1.82397867259938e-05,0.00012162653681348,2.52162006745601
"SLCO5A1",0.690813333333332,8.09233666666667,7.14674085794775,1.82658368006814e-05,0.000121757174515433,2.52010142769032
"ADNP2",-0.559223333333334,8.913225,-7.14575920347815,1.82890227776119e-05,0.000121868634987897,2.51875158008938
"HOGA1",0.508589999999998,7.66069833333334,7.14495095782951,1.83081366694016e-05,0.000121952891998194,2.51764009088436
"CGGBP1",0.595499999999998,10.8979166666667,7.143714910408,1.8337408951526e-05,0.000122104731948151,2.5159401341178
"SLF1",-0.852973333333333,8.39096333333333,-7.14096851476404,1.8402629479201e-05,0.000122495751522747,2.51216227755923
"THAP10",-0.65082333333333,9.06839166666667,-7.14000633368028,1.84255378927008e-05,0.000122573488384949,2.51083850516485
"EPB41L1",0.50046,9.64324666666667,7.139931855735,1.84273124016204e-05,0.000122573488384949,2.51073603323438
"PGAP6",0.575006666666669,10.1116966666667,7.1390638268796,1.84480075560137e-05,0.000122652284183651,2.50954168702015
"VBP1",-0.54359,9.40162833333333,-7.13888931800316,1.84521711285785e-05,0.000122652284183651,2.50930156364418
"H4C3",-0.601033333333335,12.9328833333333,-7.1348075012682,1.85498465719729e-05,0.00012325807463104,2.50368390273619
"HNRNPM",-0.482199999999999,11.4852666666667,-7.13365063443007,1.85776305049958e-05,0.00012339919402737,2.50209136354332
"ZMYND12",0.935010000000001,6.25985833333333,7.1321811069566,1.86129878684614e-05,0.000123590501693683,2.50006817210052
"FTH1P5",0.648413333333333,6.72127666666667,7.12957353741845,1.86759048017893e-05,0.000123964606133285,2.49647749221838
"EBF1",0.55419666666667,8.273915,7.12830012175749,1.87067134066595e-05,0.000124125397546265,2.49472365785672
"BAIAP2L2",-0.597683333333332,8.456675,-7.12547776185733,1.87751912165201e-05,0.000124535935827805,2.49083577941703
"PCGF6",-0.864993333333333,10.4293366666667,-7.12395795712035,1.88121770155488e-05,0.000124737372114003,2.4887417879815
"STAT5B",0.555943333333335,9.48641833333333,7.11961895030062,1.89182014743147e-05,0.000125396278478308,2.48276187870487
"SCAF4",-0.502766666666664,10.5217833333333,-7.11909641340348,1.89310129552702e-05,0.000125437091465659,2.48204157037879
"CHERP",-0.5037,10.9661833333333,-7.11759156469553,1.89679606457341e-05,0.00012563774635725,2.47996696808444
"OR1F1",0.768929999999997,8.160265,7.11580458591192,1.9011935834762e-05,0.000125884791858482,2.47750304448636
"SFMBT1",-0.632753333333334,8.80317,-7.11456462106837,1.90425140135693e-05,0.000126042988648102,2.47579311680596
"DHRS13",-0.530426666666665,8.03351,-7.10867566977957,1.9188460792358e-05,0.000126964434677691,2.46766950990455
"SETDB2",1.01956,8.06582666666667,7.10799969088355,1.9205290313661e-05,0.000127031202702745,2.46673673821479
"PCOLCE",0.613900000000001,11.6856166666667,7.10724306440956,1.92241464647483e-05,0.000127111324099253,2.46569261343707
"AK9",0.876753333333335,6.46942333333333,7.10409616575119,1.93027847946419e-05,0.000127586534419283,2.46134919477065
"DOCK10",0.536573333333333,8.15537666666667,7.1037649067661,1.93110827312445e-05,0.00012759664232972,2.4608919106071
"WWP2",0.491623333333335,10.3012216666667,7.10121764849713,1.93750187857303e-05,0.000127974239358725,2.4573750994822
"SECISBP2L",0.494446666666667,10.1530766666667,7.09971592706602,1.94128183034517e-05,0.000128139340298055,2.45530139713282
"ANKDD1B",0.618196666666669,6.41031166666667,7.09968452072357,1.94136096701101e-05,0.000128139340298055,2.45525802557067
"MRPL4",-0.528596666666663,9.59978166666667,-7.09706207451111,1.94798114685583e-05,0.000128531300662861,2.4516360345404
"TBX19",0.475406666666668,8.47885333333333,7.09546787234517,1.95201743153868e-05,0.000128752556339873,2.44943377495369
"ANKH",-0.564569999999998,10.2912483333333,-7.09387948601998,1.95604791639246e-05,0.000128973274823065,2.4472392278484
"ZMYM2",0.507433333333337,11.27835,7.09103157494382,1.96329678178804e-05,0.000129405970746456,2.44330369154386
"TBC1D8B",0.497753333333332,6.25915,7.08811805452509,1.97074247731155e-05,0.000129851333239427,2.43927642105065
"PIGM",0.546766666666667,11.3281833333333,7.08617592183679,1.97572255073472e-05,0.000130133982543327,2.43659126981072
"PRDM7",0.720313333333333,7.09565333333333,7.08434991882635,1.98041715691405e-05,0.000130397638229084,2.43406623881676
"HAS2",-0.488383333333333,5.89128166666667,-7.08319831266259,1.9833840590698e-05,0.000130547391401972,2.43247355794873
"DYNC2LI1",0.597106666666666,8.18955333333333,7.08145322709208,1.98788904346498e-05,0.000130798242088511,2.43005976813044
"RBL2",0.614866666666666,9.82783333333333,7.08111680799961,1.98875877964691e-05,0.000130809810729672,2.42959439104708
"POLL",0.514050000000003,8.71099166666667,7.07848033923198,1.99558893095974e-05,0.000131213278470604,2.42594679735054
"ZNF146",-0.469999999999999,10.8915333333333,-7.07741495722112,1.99835609148563e-05,0.000131313889950007,2.42447257418214
"DHRS7",0.701576666666668,8.60266166666667,7.0773548696711,1.99851228192972e-05,0.000131313889950007,2.42438942367886
"NUP98",-0.504099999999998,11.1833833333333,-7.07677224002407,2.00002743776597e-05,0.000131367655851311,2.4235831438
"NUMBL",0.569556666666669,9.97198833333333,7.07529960555621,2.00386258948551e-05,0.000131573715340966,2.42154502584196
"LETM1",-0.539776666666665,10.171945,-7.07400011954281,2.0072533669884e-05,0.000131750463861763,2.419746314737
"ANKRD61",-0.499086666666665,6.11413333333333,-7.07242506091687,2.01137145573413e-05,0.000131974811388946,2.41756587528393
"TNRC6B",0.473903333333332,9.69496833333333,7.07083132627634,2.0155476007782e-05,0.000132202810794258,2.41535925955946
"MEX3C",-0.612899999999998,10.4906166666667,-7.0701846108632,2.01724487471309e-05,0.000132226569987455,2.41446375309405
"PCMTD2",0.492133333333332,11.0554,7.07015878302224,2.01731269048815e-05,0.000132226569987455,2.41442798818942
"ZNF605",0.632026666666667,8.24507666666667,7.06700333148734,2.02561634259646e-05,0.000132696861449805,2.41005786053826
"WRAP53",-0.653746666666667,9.17370666666667,-7.06689747758231,2.02589553473312e-05,0.000132696861449805,2.40991123665006
"GTF3A",-0.519166666666665,10.58905,-7.06658962813285,2.02670772944019e-05,0.000132703950703984,2.40948480983642
"BCL2L1",-0.500533333333333,11.1211333333333,-7.06463917779028,2.03186169809352e-05,0.000132995225245698,2.40678280452021
"DOP1A",0.577536666666665,8.65835166666667,7.06251967326302,2.03747832890519e-05,0.000133316570559499,2.4038460538996
"GCHFR",0.556216666666666,9.00264833333333,7.05944765512733,2.04564867922685e-05,0.000133804730229373,2.3995884980425
"PAPPA-AS1",0.748616666666666,6.77995833333334,7.05829088919397,2.04873432052859e-05,0.000133960078655166,2.39798500652357
"SRFBP1",-0.569266666666662,10.4017,-7.05670942820479,2.05296090548596e-05,0.000134189896079458,2.39579253257869
"NUP54",-0.565516666666664,9.622865,-7.05372948662187,2.06095048363865e-05,0.000134665433508049,2.39166039317586
"SRRD",-0.69204,9.87084666666667,-7.04877800384229,2.07429984352401e-05,0.000135490735794425,2.38479190478116
"CSAD",0.51308666666667,8.63241666666667,7.0480211508705,2.07634850278041e-05,0.000135535836779292,2.3837417541011
"UTP6",-0.694866666666668,10.2881333333333,-7.04799169127688,2.07642828825312e-05,0.000135535836779292,2.38370087676547
"NFIL3",0.800203333333336,8.91328833333333,7.04741013811335,2.07800398318475e-05,0.000135591737926672,2.38289390660457
"ZNF287",0.601509999999999,7.583835,7.04686831331654,2.07947318987745e-05,0.000135640654333494,2.38214202509271
"MON2",0.473800000000001,10.496,7.04489348926795,2.08483754155325e-05,0.000135943522987963,2.37940127594248
"NNT",0.72676666666667,11.0451833333333,7.04306810331701,2.08980916657212e-05,0.00013622058298427,2.37686748011457
"CDK5",0.5762,11.3862,7.04148586271115,2.09412884949986e-05,0.000136454970417981,2.37467084654089
"SPATA12",0.83604,6.63880666666667,7.04088807755717,2.09576335756914e-05,0.000136514288367436,2.37384085468025
"GPC1",0.514713333333333,9.91807666666667,7.03852138738799,2.10224798142419e-05,0.000136889384103031,2.37055438652176
"SLCO3A1",-0.507739999999998,10.2055633333333,-7.03709969910709,2.10615368721264e-05,0.000137063139229399,2.368579836214
"SF3A3",-0.489600000000003,12.3759,-7.03702083950973,2.10637056043483e-05,0.000137063139229399,2.36847030235264
"EIF2S2",-0.503033333333335,11.29835,-7.03280096011741,2.11801073489583e-05,0.000137773017127403,2.36260784231872
"CDKN1A",0.503596666666667,9.940535,7.02599736675847,2.13692339736235e-05,0.000138955305152389,2.35315116052154
"ZNF219",0.631933333333333,8.31772666666667,7.0219902411469,2.14814711734568e-05,0.000139636970031322,2.34757866543121
"CYB5B",-0.512633333333335,12.2054166666667,-7.0213888074243,2.1498371470589e-05,0.00013969865584008,2.34674210613999
"MIS18A",-0.705733333333335,9.07894666666667,-7.01923039086533,2.1559140527644e-05,0.00014004526467492,2.34373949258522
"IDUA",0.598616666666667,8.956745,7.01860888023279,2.15766729676005e-05,0.000140110872239834,2.34287478679874
"ACP2",0.522196666666666,10.2704016666667,7.01617211426006,2.1645560314588e-05,0.00014050979941126,2.33948404420705
"SRSF3",-0.547366666666667,11.68055,-7.0152938788574,2.16704458140843e-05,0.000140622917053805,2.3382617991951
"CUTC",-0.54168,9.38595666666667,-7.01439290093783,2.16960076301835e-05,0.00014074034405939,2.33700780050108
"SIX4",-0.498073333333332,9.23183,-7.01259460008677,2.17471243015847e-05,0.000140958225633193,2.33450457888331
"MOSPD1",0.661486666666667,9.08075,7.01254302294521,2.17485922849837e-05,0.000140958225633193,2.33443277776024
"LRRC73",0.591153333333335,7.27662333333333,7.01242232747933,2.17520279224952e-05,0.000140958225633193,2.33426475490116
"APLF",0.802950000000001,6.88724166666667,7.01166094296982,2.17737144134753e-05,0.000141050271618015,2.33320477140618
"ENPP4",0.532730000000003,7.10811166666667,7.01002019113013,2.18205267615363e-05,0.000141304963923642,2.33092029837719
"MAN2C1",0.488500000000002,9.63180333333334,7.00971885746837,2.18291358486407e-05,0.000141312170289398,2.3305007040126
"PELP1",-0.489980000000001,9.58982666666667,-7.00854445446339,2.18627232616235e-05,0.000141481014831742,2.32886528635471
"SGSM2",0.505886666666669,8.96951,7.00773040743665,2.18860371719426e-05,0.000141583283022749,2.32773157939159
"ARRDC1",0.51333,8.85869833333333,7.00742591757775,2.18947644636113e-05,0.000141591150910304,2.32730750061761
"CHUK",-0.579599999999999,10.4417,-7.00465105907781,2.19744696897566e-05,0.000142040739021294,2.32344226327007
"SNORD30",-0.965909999999997,10.6329116666667,-7.00448130610897,2.19793557755617e-05,0.000142040739021294,2.32320577389791
"VWDE",0.499463333333333,6.463045,7.00294845626815,2.20235293685617e-05,0.000142277433902247,2.32107013444697
"RDX",0.618266666666667,11.3376,7.0020300783083,2.2050040742172e-05,0.000142399903402084,2.31979046197726
"ARHGAP22",-0.496189999999999,7.09381833333333,-7.00143762732936,2.20671615433769e-05,0.000142461665155547,2.3189648803305
"PARP8",0.541496666666665,9.54494166666667,6.99515011779939,2.2249740641563e-05,0.000143591188234887,2.31020044479365
"PER3",0.564696666666669,8.11730833333334,6.99417658743531,2.22781549223032e-05,0.00014372535880915,2.30884294398042
"ANPEP",-0.5321,11.4343166666667,-6.99330451752376,2.23036409350058e-05,0.000143840552605472,2.30762681725108
"MRPL50",-0.554099999999995,11.2430833333333,-6.9928173697416,2.23178913096232e-05,0.000143883231558723,2.30694743302059
"PEX1",0.496606666666667,9.71143333333333,6.99255110570259,2.23256843709506e-05,0.000143884265325398,2.30657608396355
"ARAP1",0.485966666666668,9.03567333333333,6.98997302770672,2.24012910897467e-05,0.000144313994637204,2.30298005827826
"HABP4",0.570023333333337,9.05670833333333,6.98975580759649,2.24076739856292e-05,0.000144313994637204,2.302677030318
"PCBD1",0.522770000000001,9.90038166666667,6.98876986119452,2.24366700152595e-05,0.000144451388817505,2.30130153201849
"CD320",-0.609296666666667,9.98621833333333,-6.98180968475958,2.26425123204623e-05,0.000145726869154331,2.29158780194222
"NOL4L",0.549596666666666,8.92867166666667,6.98060282267159,2.26784099675154e-05,0.000145908090886564,2.28990285252983
"TARS3",0.609623333333333,8.096505,6.97714761083151,2.27815217988079e-05,0.000146521483258044,2.28507785377407
"RUBCNL",-0.64581,5.98595833333333,-6.97513295872364,2.28418757863731e-05,0.000146859549948472,2.28226380216499
"HNRNPF",-0.515766666666666,10.79405,-6.97345193409811,2.28923663368073e-05,0.000147133991754229,2.2799153591083
"PTDSS1",-0.5527,11.69605,-6.97151080780008,2.29508181149983e-05,0.000147459397507101,2.27720309332923
"FKBP7",0.560390000000002,8.56430833333333,6.97115425129755,2.2961572238451e-05,0.00014747822768894,2.27670483703149
"TENM2",-0.683199999999998,8.20251666666667,-6.96295909359902,2.32102420965246e-05,0.00014902461640381,2.26524831185614
"YIPF3",0.559466666666665,11.2375,6.96246548262444,2.32253119024811e-05,0.000149070600842244,2.26455798575785
"DDX54",-0.525919999999999,10.3644066666667,-6.96219801002229,2.32334821490354e-05,0.000149072284544407,2.26418390616149
"BOLA3",-0.499099999999997,12.3282833333333,-6.96038139395555,2.32890543040555e-05,0.000149378007038364,2.26164299441575
"SYCP2",0.888370000000001,6.28491833333333,6.95849564362199,2.33468921387771e-05,0.000149686419184169,2.25900493408516
"CIT",-0.5433,10.4725833333333,-6.95829618036815,2.33530188754252e-05,0.000149686419184169,2.25872586921887
"SNORD116-15",0.5609,12.84395,6.95547605502099,2.34398269076678e-05,0.000150191766497772,2.2547797417284
"NOL10",-0.481666666666667,10.7476333333333,-6.95487808196714,2.34582779081097e-05,0.000150258918398157,2.25394288189335
"CLEC2B",0.654536666666669,7.97884166666667,6.95401484451044,2.34849413537609e-05,0.000150378610550186,2.25273470470246
"ROGDI",0.728193333333332,9.62445,6.95352329376197,2.35001387586395e-05,0.0001504248270761,2.25204669298769
"NDUFAB1",-0.549333333333333,10.5359666666667,-6.9526119506624,2.35283428989505e-05,0.000150527035937973,2.25077102558146
"GPR158",0.631006666666668,8.58299666666667,6.95249139551298,2.35320765428469e-05,0.000150527035937973,2.25060226851463
"ARHGEF3",0.495539999999998,9.23058,6.95022324567686,2.36024406349901e-05,0.000150925918728019,2.24742688816025
"OR9A2",1.07404333333334,6.65351166666667,6.94946299122651,2.36260762178484e-05,0.000151025826647223,2.24636239323499
"SERBP1",-0.655156666666667,10.3540883333333,-6.9463647036912,2.37226617765977e-05,0.000151564567092207,2.24202345394794
"SLC25A33",-0.759583333333333,8.90566166666667,-6.94624392105519,2.37264355996553e-05,0.000151564567092207,2.24185428105164
"DENND4C",0.6266,10.5898666666667,6.94398872865302,2.37970168514557e-05,0.000151963944670322,2.23869522423905
"SULT1A2",0.78447,8.072485,6.94332646054201,2.38177867365519e-05,0.000152045072052401,2.23776739923463
"GAS8",0.680503333333334,8.82482166666667,6.94025163406437,2.39144735845626e-05,0.000152610609865467,2.23345888393025
"MRPL47",-0.568399999999999,11.0475666666667,-6.93970461033237,2.39317186020374e-05,0.000152635608560468,2.23269225414975
"RAP1GAP2",-0.489433333333332,8.54210333333334,-6.93961373212025,2.3934584844557e-05,0.000152635608560468,2.232564888575
"RXRB",0.532306666666667,9.72307333333333,6.9382244935084,2.39784464155149e-05,0.000152863609529547,2.23061774150425
"SGCD",0.588083333333334,6.46015166666667,6.93703057652386,2.40162100720428e-05,0.000153052595019635,2.22894415662752
"SRSF6",-0.588499999999998,11.62285,-6.93554087338902,2.406341889636e-05,0.000153301625419156,2.22685569232199
"NMI",0.650513333333333,8.7666,6.93514669102211,2.40759272090266e-05,0.000153329494532892,2.22630302698804
"IQCG",0.550493333333332,7.98767333333333,6.92690945776093,2.43389147072212e-05,0.000154952003088763,2.21474937808417
"SNX33",0.460943333333335,9.01001833333333,6.9258657120027,2.43724572545254e-05,0.00015511316397875,2.21328478062538
"TENM1",0.530380000000002,7.94447666666667,6.92436990850812,2.44206138745725e-05,0.000155367192760569,2.21118560426765
"NFATC2IP",-0.585353333333332,10.23589,-6.92180851682456,2.45033136024888e-05,0.000155840743832833,2.20759033365392
"MPV17L2",-0.477500000000001,10.76815,-6.92119113967346,2.45232917470417e-05,0.00015591520159308,2.20672363171987
"FAM110A",-0.646816666666668,8.868575,-6.91274961116068,2.47982158113996e-05,0.000157609968395379,2.19486808369617
"TOM1L2",0.483033333333331,10.61165,6.91021240355952,2.48814920499124e-05,0.000158085947634951,2.19130294622379
"PFKFB3",-0.571933333333334,10.0894333333333,-6.90879044603193,2.4928294586829e-05,0.0001582799016772,2.18930452908395
"SHQ1",-0.65779,10.3924716666667,-6.90877475311302,2.49288116322532e-05,0.0001582799016772,2.18928247281613
"HDAC10",0.519606666666668,9.09195,6.90834851471213,2.49428596002869e-05,0.000158315773173403,2.18868338606455
"SLC25A28",-0.508853333333333,8.81617666666667,-6.90749919789351,2.49708766966325e-05,0.000158440254664497,2.1874895838038
"FUS",-0.476666666666667,12.505,-6.90647055532421,2.50048545334609e-05,0.000158602460568732,2.18604359558596
"DARS2",-0.6137,11.0529833333333,-6.90429157174757,2.50769939102687e-05,0.000159006529499655,2.1829800918037
"SMS",-0.543299999999997,10.8675166666667,-6.90022087784122,2.5212360316918e-05,0.00015981109762415,2.17725532232696
"C9orf40",-0.522826666666667,9.15362,-6.89859984637057,2.526648379151e-05,0.000160078553976515,2.17497500691165
"CHFR",0.493500000000004,9.27759666666667,6.89823552495158,2.52786649941241e-05,0.000160078553976515,2.17446246672928
"MYL9",0.843596666666665,9.890435,6.89819469608928,2.52800305123381e-05,0.000160078553976515,2.17440502617766
"TTC12",0.527229999999999,8.295985,6.89549224816722,2.53705897292943e-05,0.000160598048014414,2.1706025757033
"SYDE1",-0.529396666666662,10.133235,-6.89204446722824,2.54866302264189e-05,0.000161278437864459,2.16575003711868
"RNFT1",0.721866666666669,11.1622666666667,6.88985936582006,2.55604676880551e-05,0.000161691401472325,2.16267384345453
"POLI",0.505509999999999,9.194045,6.88881448228327,2.55958566871273e-05,0.000161860950824903,2.16120263364573
"SPTAN1",0.495766666666666,11.41535,6.88797213089288,2.56244243903579e-05,0.000161987264984117,2.16001648860892
"PAWR",-0.573033333333333,10.7299833333333,-6.8855284911022,2.57074921102711e-05,0.000162457906057901,2.1565749911099
"NUDT21",-0.496566666666665,12.54915,-6.8837735975843,2.57673250205496e-05,0.000162781449049055,2.15410301041757
"TMEM140",0.638866666666667,7.99319333333333,6.88149926797466,2.5845090212208e-05,0.000163218021973311,2.15089874593178
"ACOT8",0.521816666666666,9.563845,6.87908222760711,2.59280108491894e-05,0.000163686849470217,2.1474926823287
"TUBA1C",-0.478966666666665,12.80345,-6.87774466963946,2.5974020543978e-05,0.000163922417567636,2.14560748588925
"KITLG",0.792896666666669,7.308485,6.87663577427703,2.60122309842459e-05,0.000164108623254357,2.14404439752091
"C6orf141",0.720560000000001,8.34861,6.87475302120311,2.60772451506219e-05,0.00016443016391259,2.1413901207401
"CAV1",-0.655366666666666,13.14405,-6.87465477786813,2.60806424114713e-05,0.00016443016391259,2.14125160612852
"HSP90AA1",-0.496799999999997,12.9916333333333,-6.8718534343327,2.61777129267517e-05,0.000164986983076628,2.13730142600851
"PGP",-0.507423333333334,10.2022883333333,-6.87071468148048,2.62172829546338e-05,0.000165181150059426,2.13569537673213
"CEP135",-0.776873333333334,8.58409666666667,-6.86811214534574,2.63079582260191e-05,0.000165650995591246,2.13202423595362
"CCN6",0.546503333333335,7.586385,6.86806995811214,2.63094308418753e-05,0.000165650995591246,2.13196471933473
"MAP2K6",0.495646666666666,8.99484666666667,6.86677581469703,2.63546480290747e-05,0.000165880290482834,2.13013886403248
"TRIM38",0.625223333333336,8.965725,6.86042994427998,2.65775805776687e-05,0.000167227627326313,2.12118257566066
"DDX24",-0.462333333333332,11.1807,-6.85922326585905,2.66201998219737e-05,0.000167439902183525,2.11947892882655
"TRANK1",0.668713333333334,7.81964,6.85820377438371,2.66562648046834e-05,0.000167610823159802,2.11803941387999
"SMARCA1",0.689146666666666,9.92632666666667,6.85780999642463,2.66702088977796e-05,0.000167642583505183,2.1174833658976
"NIM1K",0.612706666666668,6.80182333333333,6.85738911457251,2.66851214114974e-05,0.000167680407909379,2.11688902259881
"SOCS6",-0.541213333333333,9.40921666666667,-6.85645710772728,2.67181757096934e-05,0.000167818178231251,2.11557281816352
"ZNF558",0.618146666666668,8.43393666666667,6.85626903238139,2.67248512572392e-05,0.000167818178231251,2.11530719953212
"SNU13",-0.46313333333333,10.2232,-6.85337469274226,2.68278086909624e-05,0.000168408598612498,2.11121894570792
"MTFR1L",0.532200000000001,10.5892333333333,6.8529686183805,2.68422875343484e-05,0.000168443396241679,2.1106452785551
"VSTM1",-0.453306666666666,6.40847666666667,-6.85202426100226,2.68759915982248e-05,0.000168598774581742,2.10931108813187
"ERICH6",0.472776666666666,5.692605,6.85028293297151,2.69382584738198e-05,0.000168933170489014,2.10685063110502
"MRPS35",-0.476216666666664,10.1827916666667,-6.84413680762259,2.71592720307413e-05,0.000170262533106586,2.0981631380323
"SURF2",-0.485633333333332,10.7524166666667,-6.84209302588774,2.7233195924435e-05,0.00017066920757032,2.09527318038885
"PYCR3",-0.468719999999999,8.81267666666667,-6.840938174656,2.72750623834559e-05,0.000170858595783566,2.09363995161836
"MCTP1",-0.534653333333331,8.38492333333333,-6.84075957297773,2.72815433297191e-05,0.000170858595783566,2.09338735170207
"ADPRHL1",0.616656666666667,8.233715,6.83770097577668,2.73927876016989e-05,0.000171498319189514,2.08906087128236
"CDH3",0.62007,7.016305,6.83725110148359,2.74091909480247e-05,0.000171544043347017,2.08842440727623
"ST3GAL4",-0.498189999999999,9.71458833333333,-6.83532670496082,2.74794773281707e-05,0.000171926859314087,2.08570155078827
"PRMT1",-0.548699999999995,11.5280166666667,-6.83501981934621,2.74907038182794e-05,0.000171940032408223,2.08526728924231
"MMUT",0.573696666666672,9.682835,6.83453734447379,2.75083636532979e-05,0.000171993420639575,2.08458453353292
"WDR19",0.720590000000003,9.220305,6.8337630327868,2.75367308893848e-05,0.000172061118195837,2.0834887327481
"MRPL20",-0.461433333333336,11.4396166666667,-6.8337435255576,2.75374459496494e-05,0.000172061118195837,2.08346112523632
"NCAM2",0.585819999999998,9.34633,6.83259697253306,2.75795091623159e-05,0.000172266841358123,2.08183838441809
"ZNF594",0.51936666666667,9.32524333333333,6.83055604897418,2.76545543000364e-05,0.000172678371351436,2.07894939769194
"LSM6",-0.582296666666668,9.03865833333333,-6.83027028515763,2.76650793398178e-05,0.00017268689093871,2.07854484731681
"EBP",-0.48817,10.1096483333333,-6.82966862712454,2.768725319454e-05,0.000172768093336734,2.07769305670289
"ZNF598",-0.520740000000002,9.07270666666667,-6.82827825275419,2.77385677468931e-05,0.000173031019390034,2.07572446907886
"POLR3F",-0.722953333333333,9.6052,-6.82721392941204,2.7777917592791e-05,0.000173171772656673,2.07421735645033
"RNF175",0.699610000000001,7.72871833333333,6.82717103939904,2.77795045628232e-05,0.000173171772656673,2.07415661985295
"MPV17",0.463700000000005,12.8785833333333,6.82369453609986,2.79084620310439e-05,0.000173918154627177,2.06923274099114
"TOB1",0.498466666666667,10.4970333333333,6.82258080540399,2.79499103206042e-05,0.000174118889442733,2.06765499616921
"PLEKHM2",0.452500000000001,10.8515833333333,6.82175289460469,2.79807643548625e-05,0.000174253514652631,2.06648204757753
"CLCN3",0.625283333333336,9.850025,6.82131294284811,2.79971750348631e-05,0.000174267110102454,2.06585870633941
"SPOCD1",0.564353333333335,8.67900666666667,6.82119874719215,2.80014363429173e-05,0.000174267110102454,2.06569690523694
"DSE",0.653806666666669,8.06882666666667,6.81832334470898,2.810896381159e-05,0.000174878573205374,2.06162225471471
"SMOC1",-0.53506,7.50424666666667,-6.81690158874388,2.81622946495961e-05,0.00017515256233571,2.05960712607669
"PAGE2",0.870336666666665,7.952705,6.81651799629751,2.81767019744786e-05,0.000175184369696865,2.05906339533178
"PDE1C",0.490500000000006,10.86975,6.81577972179957,2.82044530115155e-05,0.000175299091236425,2.05801685935754
"DYNC1LI1",-0.561200000000003,11.3839666666667,-6.81506737708856,2.82312571342335e-05,0.000175407853736795,2.05700701247717
"FANCE",-0.546700000000003,9.22642,-6.81152226129964,2.83650593515975e-05,0.000176124843209734,2.05198033583192
"IFT43",0.52215,8.76586833333334,6.81151484480762,2.8365339981155e-05,0.000176124843209734,2.05196981814722
"H2AZ1",-0.583500000000001,12.28385,-6.81045988536029,2.8405288475683e-05,0.000176314814967106,2.05047365608142
"NAT2",0.56723,5.76189833333333,6.81001568370646,2.8422127235757e-05,0.000176347965626887,2.04984363795506
"ATP6AP1",0.467766666666668,11.84965,6.80979249577858,2.84305918621102e-05,0.000176347965626887,2.04952707730504
"AGPAT5",-0.515613333333333,9.44985666666667,-6.80957893942375,2.84386937300799e-05,0.000176347965626887,2.04922417158959
"DDX46",-0.580299999999996,11.1473833333333,-6.80801303253144,2.84981764864969e-05,0.000176658706000313,2.04700292633089
"STK32A",0.503340000000001,5.71051666666667,6.80648220254868,2.85564556783635e-05,0.00017696178369258,2.0448311279412
"PIGP",0.562480000000001,8.51877666666667,6.80446644786047,2.86333909601062e-05,0.000177380234304621,2.04197089636919
"OGFRL1",0.631146666666664,10.41716,6.80176984350147,2.87366596634817e-05,0.000177961488605878,2.03814375021336
